Id_Itinerario,Data_It,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
1,2010/03/25,BT746ZV,Via Bigli,45.4676971,9.1945357,130,136,0.29
1,2010/03/25,BT746ZV,Via Pietro Verri,45.4681748,9.1953271,130,124,0.08
1,2010/03/25,BT746ZV,Via Monte Napoleone,45.4690022,9.1943926,90,80,0.12
1,2010/03/25,BT746ZV,Via Gesù,45.4693857,9.1950161,50,46,0.07
2,2010/03/28,BT746ZV,"Via Gesù, 6, 20121 Milano, Italy",45.4693857,9.1950161,50,43,0
2,2010/03/28,BT746ZV,Via della Spiga,45.470363,9.1966091,50,53,0.17
2,2010/03/28,BT746ZV,Via della Spiga,45.4708146,9.1960759,90,98,0.07
2,2010/03/28,BT746ZV,Via Santo Spirito,45.4694179,9.1938481,90,85,0.23
2,2010/03/28,BT746ZV,Via Monte Napoleone,45.4700351,9.1927897,50,51,0.11
2,2010/03/28,BT746ZV,Via Alessandro Manzoni,45.4723891,9.1953639,50,51,0.33
2,2010/03/28,BT746ZV,Via Palestro,45.4718413,9.2024356,90,84,0.61
2,2010/03/28,BT746ZV,Corso Venezia,45.4706215,9.2010583,130,130,0.17
2,2010/03/28,BT746ZV,Via Gabrio Serbelloni,45.4701835,9.201619,90,95,0.07
2,2010/03/28,BT746ZV,Via Cappuccini,45.4706187,9.2053914,90,81,0.3
2,2010/03/28,BT746ZV,Viale Luigi Majno,45.4679042,9.2057157,90,99,0.3
2,2010/03/28,BT746ZV,Viale Bianca Maria,45.4626628,9.2065323,90,99,0.59
2,2010/03/28,BT746ZV,Piazza Cinque Giornate,45.461855,9.206676,130,120,0.09
2,2010/03/28,BT746ZV,Viale Regina Margherita,45.4574338,9.2044867,130,133,0.53
2,2010/03/28,BT746ZV,Viale Emilio Caldara,45.4524748,9.2018663,90,85,0.59
2,2010/03/28,BT746ZV,Corso di Porta Romana,45.4604349,9.1885149,90,82,1.37
2,2010/03/28,BT746ZV,Piazza Giuseppe Missori,45.4612105,9.1884206,90,89,0.1
2,2010/03/28,BT746ZV,Via Maurizio Gonzaga,45.4620303,9.1897553,50,59,0.14
2,2010/03/28,BT746ZV,Via Flavio Baracchini,45.4613188,9.191134,50,57,0.14
3,2010/03/31,BT746ZV,"Via Flavio Baracchini, 12, 20122 Milano, Italy",45.4613188,9.191134,50,45,0
3,2010/03/31,BT746ZV,Via Paolo da Cannobio,45.4620278,9.1902594,50,52,0.1
3,2010/03/31,BT746ZV,Via Maurizio Gonzaga,45.4612105,9.1884206,90,83,0.34
3,2010/03/31,BT746ZV,Via Giuseppe Mazzini,45.4611221,9.1883402,130,130,0.01
3,2010/03/31,BT746ZV,Piazza Giuseppe Missori,45.4605761,9.1883452,130,130,0.06
3,2010/03/31,BT746ZV,Corso Italia,45.4544659,9.1870954,130,137,0.69
3,2010/03/31,BT746ZV,Via S. Luca,45.4547028,9.184081,130,126,0.24
3,2010/03/31,BT746ZV,Via Calatafimi,45.4535518,9.1837515,130,138,0.14
3,2010/03/31,BT746ZV,Via Sambuco,45.4529391,9.1808227,90,81,0.24
3,2010/03/31,BT746ZV,Piazza XXIV Maggio,45.4530464,9.1792373,130,135,0.13
3,2010/03/31,BT746ZV,Viale Gabriele D'Annunzio,45.4540821,9.1759025,90,90,0.32
3,2010/03/31,BT746ZV,Via Gaetano Ronzoni,45.4548095,9.1769525,50,57,0.12
3,2010/03/31,BT746ZV,Via Conca del Naviglio,45.4557544,9.177781,90,84,0.17
3,2010/03/31,BT746ZV,Via Conca del Naviglio,45.4583114,9.178078,90,94,0.29
3,2010/03/31,BT746ZV,Corso Genova,45.458614,9.177585,50,46,0.05
3,2010/03/31,BT746ZV,Via Cesare Correnti,45.4590508,9.1782201,90,88,0.07
3,2010/03/31,BT746ZV,Via Caminadella,45.4595867,9.1776612,90,82,0.07
3,2010/03/31,BT746ZV,Via Orazio,45.4604294,9.1776322,50,46,0.1
3,2010/03/31,BT746ZV,Via Lanzone,45.4607204,9.1796254,90,84,0.16
3,2010/03/31,BT746ZV,Via Circo,45.4615711,9.1812449,50,41,0.19
3,2010/03/31,BT746ZV,Via Santa Marta,45.4624594,9.1835919,90,84,0.23
3,2010/03/31,BT746ZV,Via S. Maurilio,45.463135,9.1825505,130,137,0.11
3,2010/03/31,BT746ZV,Via Santa Maria Podone,45.4635676,9.1838367,130,124,0.12
3,2010/03/31,BT746ZV,Via Bocchetto,45.4641318,9.1845354,130,131,0.08
3,2010/03/31,BT746ZV,Via Moneta,45.4636607,9.1854812,90,95,0.09
3,2010/03/31,BT746ZV,Via dell'Ambrosiana,45.4629881,9.1846877,130,123,0.1
3,2010/03/31,BT746ZV,Via Zecca Vecchia,45.4625386,9.1844747,90,88,0.05
3,2010/03/31,BT746ZV,Via Fosse Ardeatine,45.4624357,9.1853463,90,94,0.07
3,2010/03/31,BT746ZV,Piazza S. Sepolcro,45.4628651,9.1855118,50,53,0.05
3,2010/03/31,BT746ZV,Piazza S. Sepolcro,45.4629006,9.1853479,50,59,0.01
4,2010/04/02,BT746ZV,"Piazza S. Sepolcro, 20123 Milano, Italy",45.4629006,9.1853479,50,43,0
4,2010/04/02,BT746ZV,Via Cardinal Federico,45.4628651,9.1855118,50,43,0.01
4,2010/04/02,BT746ZV,Via Cardinal Federico,45.4631899,9.1859768,90,88,0.05
4,2010/04/02,BT746ZV,Via delle Asole,45.4625928,9.1868609,50,44,0.1
4,2010/04/02,BT746ZV,Via Torino,45.4602448,9.1813183,90,97,0.53
4,2010/04/02,BT746ZV,Via Cesare Correnti,45.4587903,9.1778164,90,81,0.32
4,2010/04/02,BT746ZV,Corso Genova,45.4581321,9.1768767,130,136,0.1
4,2010/04/02,BT746ZV,Via Giovanni Battista Torti,45.4577733,9.1774303,130,138,0.06
4,2010/04/02,BT746ZV,Via Conca del Naviglio,45.4575858,9.1773679,130,123,0.02
4,2010/04/02,BT746ZV,Via Conca del Naviglio,45.4574067,9.1773326,90,84,0.02
4,2010/04/02,BT746ZV,U-turn,45.4585777,9.1782171,90,81,0.16
4,2010/04/02,BT746ZV,Via Edmondo de Amicis,45.4573868,9.1809168,90,99,0.25
4,2010/04/02,BT746ZV,Via Molino delle Armi,45.4560254,9.1873985,50,55,0.53
4,2010/04/02,BT746ZV,Via Santa Sofia,45.4576026,9.193402,50,49,0.51
4,2010/04/02,BT746ZV,Via Francesco Sforza,45.4619122,9.1975084,50,48,0.58
5,2010/04/13,BT746ZV,"Via Francesco Sforza, 12, 20122 Milano, Italy",45.4619122,9.1975084,50,35,0
5,2010/04/13,BT746ZV,Corso di Porta Vittoria,45.4623757,9.1979677,50,45,0.06
5,2010/04/13,BT746ZV,Corso di Porta Vittoria,45.4622635,9.2032236,90,90,0.41
5,2010/04/13,BT746ZV,Via Podgora,45.4610964,9.2034608,130,121,0.13
5,2010/04/13,BT746ZV,Via Enrico Besana,45.4600177,9.2063958,90,90,0.26
5,2010/04/13,BT746ZV,Viale Regina Margherita,45.4574338,9.2044867,130,123,0.32
5,2010/04/13,BT746ZV,Viale Emilio Caldara,45.4524748,9.2018663,130,121,0.59
5,2010/04/13,BT746ZV,Viale Angelo Filippetti,45.452045,9.1965272,90,93,0.44
5,2010/04/13,BT746ZV,Viale Beatrice D'Este,45.4523839,9.1867533,50,42,0.77
5,2010/04/13,BT746ZV,Viale Gian Galeazzo,45.4524574,9.1859652,50,51,0.06
5,2010/04/13,BT746ZV,Viale Gian Galeazzo,45.4525764,9.1855127,90,88,0.04
5,2010/04/13,BT746ZV,Viale Gian Galeazzo,45.4526136,9.185071,90,90,0.04
5,2010/04/13,BT746ZV,Viale Gian Galeazzo,45.4527397,9.1834603,130,124,0.13
5,2010/04/13,BT746ZV,Viale Gian Galeazzo,45.4527892,9.1828001,130,124,0.05
5,2010/04/13,BT746ZV,Viale Gian Galeazzo,45.4529124,9.1811864,90,93,0.13
5,2010/04/13,BT746ZV,Piazza XXIV Maggio,45.4530464,9.1792373,50,46,0.15
5,2010/04/13,BT746ZV,Viale Gabriele D'Annunzio,45.4540821,9.1759025,50,49,0.32
5,2010/04/13,BT746ZV,Via Gaetano Ronzoni,45.4548095,9.1769525,50,44,0.12
5,2010/04/13,BT746ZV,Via Conca del Naviglio,45.4557544,9.177781,50,58,0.17
5,2010/04/13,BT746ZV,Via Conca del Naviglio,45.4583114,9.178078,90,83,0.29
5,2010/04/13,BT746ZV,Corso Genova,45.458614,9.177585,130,134,0.05
5,2010/04/13,BT746ZV,Via Cesare Correnti,45.4590508,9.1782201,90,92,0.07
5,2010/04/13,BT746ZV,Via Gian Giacomo Mora,45.4589532,9.1803713,50,59,0.17
6,2010/04/20,BT746ZV,"Via Gian Giacomo Mora, 3, 20123 Milano, Italy",45.4589532,9.1803713,50,14,0
6,2010/04/20,BT746ZV,Corso di Porta Ticinese,45.459032,9.18114,90,98,0.06
6,2010/04/20,BT746ZV,Corso di Porta Ticinese,45.4602448,9.1813183,50,42,0.14
6,2010/04/20,BT746ZV,Via Torino,45.4637355,9.188277,50,51,0.7
6,2010/04/20,BT746ZV,Piazza del Duomo,45.4647005,9.1885516,50,52,0.14
6,2010/04/20,BT746ZV,Via Giuseppe Mengoni,45.4660339,9.1884904,50,52,0.15
6,2010/04/20,BT746ZV,Via Santa Margherita,45.4669622,9.1893594,50,49,0.12
6,2010/04/20,BT746ZV,Piazza della Scala,45.4674588,9.1900112,50,48,0.07
6,2010/04/20,BT746ZV,Via Alessandro Manzoni,45.4723891,9.1953639,50,40,0.69
6,2010/04/20,BT746ZV,Via Palestro,45.4718413,9.2024356,90,85,0.61
6,2010/04/20,BT746ZV,Corso Venezia,45.4706215,9.2010583,130,131,0.17
6,2010/04/20,BT746ZV,Via Gabrio Serbelloni,45.4701835,9.201619,90,80,0.07
6,2010/04/20,BT746ZV,Via Cappuccini,45.4706187,9.2053914,50,57,0.3
6,2010/04/20,BT746ZV,Viale Luigi Majno,45.4679042,9.2057157,90,96,0.3
6,2010/04/20,BT746ZV,Viale Bianca Maria,45.4626628,9.2065323,90,82,0.59
6,2010/04/20,BT746ZV,Piazza Cinque Giornate,45.461855,9.206676,50,46,0.09
6,2010/04/20,BT746ZV,Viale Regina Margherita,45.4574338,9.2044867,50,44,0.53
6,2010/04/20,BT746ZV,Viale Emilio Caldara,45.4524748,9.2018663,50,55,0.59
6,2010/04/20,BT746ZV,Corso di Porta Romana,45.4585082,9.1918751,50,57,1.03
6,2010/04/20,BT746ZV,Via Lentasio,45.4580534,9.1912833,50,48,0.07
7,2010/04/27,BT746ZV,"Via Lentasio, 3, 20122 Milano, Italy",45.4580534,9.1912833,50,43,0
7,2010/04/27,BT746ZV,Via S. Senatore,45.4575097,9.1900583,50,54,0.12
7,2010/04/27,BT746ZV,Via Sant'Eufemia,45.4573991,9.187553,50,58,0.2
7,2010/04/27,BT746ZV,Corso Italia,45.4560254,9.1873985,50,55,0.15
7,2010/04/27,BT746ZV,Via Santa Sofia,45.4576026,9.193402,50,57,0.51
7,2010/04/27,BT746ZV,Corso di Porta Romana,45.4604349,9.1885149,50,56,0.49
7,2010/04/27,BT746ZV,Piazza Giuseppe Missori,45.4612105,9.1884206,90,86,0.1
7,2010/04/27,BT746ZV,Via Maurizio Gonzaga,45.4620303,9.1897553,50,55,0.14
7,2010/04/27,BT746ZV,Via Flavio Baracchini,45.4613188,9.191134,50,44,0.14
8,2010/04/28,BT746ZV,"Via Flavio Baracchini, 12, 20122 Milano, Italy",45.4613188,9.191134,50,43,0
8,2010/04/28,BT746ZV,Via Larga,45.4610363,9.191479,50,52,0.04
8,2010/04/28,BT746ZV,Via Larga,45.4628686,9.1950435,90,99,0.36
8,2010/04/28,BT746ZV,Via Verziere,45.4629272,9.1970411,90,98,0.16
8,2010/04/28,BT746ZV,Largo Augusto,45.4634153,9.1979222,50,59,0.09
8,2010/04/28,BT746ZV,Largo Augusto,45.4631785,9.1971317,50,59,0.09
8,2010/04/28,BT746ZV,Via Verziere,45.4629669,9.1949855,50,42,0.17
8,2010/04/28,BT746ZV,Via Larga,45.4625308,9.1938721,90,94,0.1
8,2010/04/28,BT746ZV,Via S. Clemente,45.4634792,9.1936331,50,46,0.11
8,2010/04/28,BT746ZV,Piazza Fontana,45.4639437,9.193596,50,52,0.05
9,2010/05/04,BT746ZV,"Piazza Fontana, 3, 20122 Milano, Italy",45.4639437,9.193596,50,12,0
9,2010/05/04,BT746ZV,Via dell'Arcivescovado,45.4634792,9.1936331,50,58,0.05
9,2010/05/04,BT746ZV,Via S. Clemente,45.4630689,9.1936733,90,94,0.05
9,2010/05/04,BT746ZV,Via delle Ore,45.4627096,9.192545,130,133,0.1
9,2010/05/04,BT746ZV,Via Francesco Pecorari,45.4621702,9.1912527,90,81,0.12
9,2010/05/04,BT746ZV,Via Rastrelli,45.4627072,9.1902623,90,86,0.1
9,2010/05/04,BT746ZV,Via Maurizio Gonzaga,45.4612105,9.1884206,50,56,0.26
9,2010/05/04,BT746ZV,Via Giuseppe Mazzini,45.4611221,9.1883402,50,46,0.01
9,2010/05/04,BT746ZV,Piazza Giuseppe Missori,45.4605761,9.1883452,90,88,0.06
9,2010/05/04,BT746ZV,Corso Italia,45.4570096,9.1875003,50,42,0.4
9,2010/05/04,BT746ZV,Via Crocefisso,45.457197,9.1844287,90,98,0.24
9,2010/05/04,BT746ZV,Via della Chiusa,45.4587773,9.1846379,130,138,0.18
9,2010/05/04,BT746ZV,Via Olmetto,45.4601392,9.1863898,90,86,0.21
9,2010/05/04,BT746ZV,Via Amedei,45.4607018,9.1863452,90,80,0.06
9,2010/05/04,BT746ZV,Piazza Sant'Alessandro,45.4612204,9.1864281,50,48,0.06
9,2010/05/04,BT746ZV,Via Lupetta,45.4617521,9.186537,90,93,0.06
9,2010/05/04,BT746ZV,Via degli Arcimboldi,45.4620434,9.1874254,90,88,0.08
9,2010/05/04,BT746ZV,Via dell'Unione,45.4614195,9.1877434,50,44,0.07
9,2010/05/04,BT746ZV,Piazza Giuseppe Missori,45.4610512,9.1879997,50,49,0.05
0,2014/12/03,EN680RY,"Corso Giacomo Matteotti, 7, 20121 Milano, Italy",45.4668949,9.1957932,50,31,0
0,2014/12/03,EN680RY,Galleria del Toro,45.4668071,9.1977978,90,96,0.16
0,2014/12/03,EN680RY,Corso Venezia,45.4706215,9.2010583,130,133,0.5
0,2014/12/03,EN680RY,Via Gabrio Serbelloni,45.4690904,9.2021458,90,96,0.19
0,2014/12/03,EN680RY,Via Mozart,45.4693869,9.2039449,50,48,0.14
0,2014/12/03,EN680RY,Via Vivaio,45.4675633,9.2045413,90,83,0.21
0,2014/12/03,EN680RY,Corso Monforte,45.4667857,9.1990612,130,129,0.44
0,2014/12/03,EN680RY,Via Cino del Duca,45.4657696,9.199331,90,80,0.12
0,2014/12/03,EN680RY,Via Borgogna,45.46581,9.1985004,130,135,0.07
0,2014/12/03,EN680RY,Largo Arturo Toscanini,45.4658486,9.1976273,90,83,0.07
0,2014/12/03,EN680RY,Corso Europa,45.4645134,9.1966393,50,59,0.17
0,2014/12/03,EN680RY,Largo Corsia dei Servi,45.4643512,9.1955137,50,50,0.15
1,2014/12/04,EN680RY,"Galleria del Corso, 3, 20122 Milano, Italy",45.4643258,9.1955017,50,22,0
1,2014/12/04,EN680RY,Corso Europa,45.4630655,9.194874,90,99,0.19
1,2014/12/04,EN680RY,Piazza Fontana,45.4629669,9.1949855,130,132,0.01
1,2014/12/04,EN680RY,Via Verziere,45.4629272,9.1970411,130,130,0.17
1,2014/12/04,EN680RY,Corso di Porta Vittoria,45.4623757,9.1979677,130,130,0.1
1,2014/12/04,EN680RY,Via Francesco Sforza,45.4632066,9.1987455,130,134,0.11
1,2014/12/04,EN680RY,Via Uberto Visconti di Modrone,45.4669948,9.2005457,90,85,0.46
1,2014/12/04,EN680RY,Corso Monforte,45.4668071,9.1977978,50,52,0.22
1,2014/12/04,EN680RY,Corso Giacomo Matteotti,45.466919,9.1951704,90,92,0.2
1,2014/12/04,EN680RY,Via S. Pietro All'Orto,45.4678696,9.1948085,50,41,0.11
1,2014/12/04,EN680RY,Via Pietro Verri,45.4681748,9.1953271,50,45,0.05
1,2014/12/04,EN680RY,Via Monte Napoleone,45.4690022,9.1943926,50,46,0.12
1,2014/12/04,EN680RY,Via Gesù,45.4693857,9.1950161,50,50,0.07
2,2014/12/06,EN680RY,"Via Gesù, 6, 20121 Milano, Italy",45.4693857,9.1950161,50,35,0
2,2014/12/06,EN680RY,Via della Spiga,45.470363,9.1966091,50,48,0.17
2,2014/12/06,EN680RY,Via della Spiga,45.4708146,9.1960759,90,88,0.07
2,2014/12/06,EN680RY,Via Santo Spirito,45.4694179,9.1938481,50,48,0.23
2,2014/12/06,EN680RY,Via Monte Napoleone,45.4700351,9.1927897,90,93,0.11
2,2014/12/06,EN680RY,Via Alessandro Manzoni,45.4722757,9.1952014,130,135,0.31
2,2014/12/06,EN680RY,Via Fatebenefratelli,45.4729602,9.1879209,90,80,0.59
2,2014/12/06,EN680RY,Via Pontaccio,45.4720908,9.1839051,90,95,0.33
2,2014/12/06,EN680RY,Via Tivoli,45.4717748,9.182273,130,139,0.13
2,2014/12/06,EN680RY,Foro Buonaparte,45.4684627,9.1825364,90,94,0.41
2,2014/12/06,EN680RY,Foro Buonaparte,45.467629,9.1794823,90,92,0.28
2,2014/12/06,EN680RY,Via Luigi Illica,45.4678651,9.1817464,50,44,0.19
2,2014/12/06,EN680RY,Largo Maria Callas,45.4675382,9.1819767,90,80,0.04
2,2014/12/06,EN680RY,Via S. Giovanni sul Muro,45.4667863,9.1813366,90,93,0.1
2,2014/12/06,EN680RY,Vicolo S. Giovanni Sul Muro,45.4664263,9.182204,50,48,0.09
2,2014/12/06,EN680RY,Via Porlezza,45.4671337,9.182482,50,43,0.09
3,2014/12/12,EN680RY,"Via Porlezza, 4, 20123 Milano, Italy",45.4671337,9.182482,50,1,0
3,2014/12/12,EN680RY,Via Manfredo Camperio,45.467221,9.1827853,90,91,0.03
3,2014/12/12,EN680RY,Via Manfredo Camperio,45.4658439,9.1836584,50,52,0.17
3,2014/12/12,EN680RY,Via Meravigli,45.4656605,9.1804013,50,49,0.26
3,2014/12/12,EN680RY,Corso Magenta,45.4659213,9.1756616,50,47,0.38
3,2014/12/12,EN680RY,Via Giosuè Carducci,45.4678776,9.1768556,50,46,0.24
3,2014/12/12,EN680RY,Piazzale Luigi Cadorna,45.4679104,9.1773343,90,95,0.04
3,2014/12/12,EN680RY,Foro Buonaparte,45.4679445,9.1820176,130,125,0.38
3,2014/12/12,EN680RY,Foro Buonaparte,45.4685713,9.1826402,90,99,0.12
3,2014/12/12,EN680RY,Via Cusani,45.4687482,9.1842369,50,46,0.13
3,2014/12/12,EN680RY,Via Rovello,45.4674079,9.1843498,50,53,0.16
4,2014/12/21,EN680RY,"Via Rovello, 3, 20121 Milano, Italy",45.4674079,9.1843498,50,47,0
4,2014/12/21,EN680RY,Via S. Tomaso,45.4671889,9.1845187,50,40,0.03
4,2014/12/21,EN680RY,Via S. Tomaso,45.4675123,9.1857193,50,42,0.1
4,2014/12/21,EN680RY,Via Broletto,45.4689505,9.1853539,90,84,0.16
4,2014/12/21,EN680RY,Via Ponte Vetero,45.4701887,9.1848271,130,135,0.14
4,2014/12/21,EN680RY,Via Mercato,45.4720908,9.1839051,90,94,0.23
4,2014/12/21,EN680RY,Via Tivoli,45.4717748,9.182273,50,56,0.13
4,2014/12/21,EN680RY,Foro Buonaparte,45.4684627,9.1825364,50,40,0.41
4,2014/12/21,EN680RY,Foro Buonaparte,45.4679386,9.1781434,50,53,0.39
4,2014/12/21,EN680RY,Piazzale Luigi Cadorna,45.4682641,9.1775069,90,94,0.06
4,2014/12/21,EN680RY,Piazzale Luigi Cadorna,45.4679864,9.1767964,50,53,0.09
4,2014/12/21,EN680RY,Via Giosuè Carducci,45.4614926,9.1734501,90,82,0.78
4,2014/12/21,EN680RY,Via Edmondo de Amicis,45.4573868,9.1809168,130,137,0.74
4,2014/12/21,EN680RY,Via Molino delle Armi,45.4560254,9.1873985,90,82,0.53
4,2014/12/21,EN680RY,Via Santa Sofia,45.4576026,9.193402,130,135,0.51
4,2014/12/21,EN680RY,Corso di Porta Romana,45.4604349,9.1885149,90,88,0.49
4,2014/12/21,EN680RY,Piazza Giuseppe Missori,45.4611221,9.1883402,90,90,0.08
4,2014/12/21,EN680RY,Via Alberico Albricci,45.4606757,9.1908889,90,96,0.2
4,2014/12/21,EN680RY,Via Larga,45.4628686,9.1950435,50,56,0.41
4,2014/12/21,EN680RY,Via Verziere,45.4629282,9.1954673,50,42,0.03
5,2015/01/01,EN680RY,"Via Verziere, 2, 20122 Milano, Italy",45.4629282,9.1954673,50,35,0
5,2015/01/01,EN680RY,Via Carlo Giuseppe Merlo,45.4629272,9.1970411,90,94,0.12
5,2015/01/01,EN680RY,Corso di Porta Vittoria,45.4622635,9.2032236,130,125,0.51
5,2015/01/01,EN680RY,Via Podgora,45.4610964,9.2034608,130,130,0.13
5,2015/01/01,EN680RY,Via Enrico Besana,45.4600177,9.2063958,90,88,0.26
5,2015/01/01,EN680RY,Viale Regina Margherita,45.4574338,9.2044867,130,125,0.32
5,2015/01/01,EN680RY,Viale Emilio Caldara,45.4524748,9.2018663,130,136,0.59
5,2015/01/01,EN680RY,Corso di Porta Romana,45.4604349,9.1885149,130,124,1.37
5,2015/01/01,EN680RY,Piazza Giuseppe Missori,45.4611221,9.1883402,90,92,0.08
5,2015/01/01,EN680RY,Via Alberico Albricci,45.4606757,9.1908889,90,80,0.2
5,2015/01/01,EN680RY,Via Larga,45.4621151,9.1932758,50,57,0.25
5,2015/01/01,EN680RY,Via Sant'Antonio,45.4616367,9.1934539,50,43,0.06
6,2015/01/04,EN680RY,"Via Sant'Antonio, 5, 20122 Milano, Italy",45.4616367,9.1934539,50,44,0
6,2015/01/04,EN680RY,Largo Francesco Richini,45.4604796,9.193101,50,40,0.13
6,2015/01/04,EN680RY,Largo Francesco Richini,45.4591469,9.1924564,50,54,0.16
6,2015/01/04,EN680RY,Via Pantano,45.4607913,9.1914858,90,95,0.23
6,2015/01/04,EN680RY,Via Larga,45.4608529,9.1913675,130,132,0.01
6,2015/01/04,EN680RY,Via Larga,45.4607712,9.1909982,90,95,0.04
6,2015/01/04,EN680RY,Via Alberico Albricci,45.4605652,9.1908427,50,44,0.03
6,2015/01/04,EN680RY,Piazza Velasca,45.4597857,9.1897773,50,51,0.12
6,2015/01/04,EN680RY,Corso di Porta Romana,45.4585082,9.1918751,90,90,0.22
6,2015/01/04,EN680RY,Via Lentasio,45.4575097,9.1900583,90,94,0.19
6,2015/01/04,EN680RY,Via Sant'Eufemia,45.4573991,9.187553,50,54,0.2
6,2015/01/04,EN680RY,Corso Italia,45.4544659,9.1870954,50,45,0.33
6,2015/01/04,EN680RY,Via S. Luca,45.4547028,9.184081,50,43,0.24
6,2015/01/04,EN680RY,Via Calatafimi,45.4535518,9.1837515,50,50,0.14
6,2015/01/04,EN680RY,Via Sambuco,45.4529391,9.1808227,50,44,0.24
6,2015/01/04,EN680RY,Piazza XXIV Maggio,45.4530464,9.1792373,90,94,0.13
6,2015/01/04,EN680RY,Viale Gabriele D'Annunzio,45.4540821,9.1759025,130,130,0.32
6,2015/01/04,EN680RY,Via Gaetano Ronzoni,45.4548095,9.1769525,90,85,0.12
6,2015/01/04,EN680RY,Via Conca del Naviglio,45.4557544,9.177781,130,131,0.17
6,2015/01/04,EN680RY,Via Conca del Naviglio,45.4583114,9.178078,130,122,0.29
6,2015/01/04,EN680RY,Corso Genova,45.458614,9.177585,130,129,0.05
6,2015/01/04,EN680RY,Via Cesare Correnti,45.4601241,9.1810036,130,131,0.32
6,2015/01/04,EN680RY,Via Torino,45.4631671,9.1875725,90,89,0.64
6,2015/01/04,EN680RY,Via Spadari,45.4635764,9.1870511,50,48,0.06
7,2015/01/07,EN680RY,"Via Spadari, 9, 20123 Milano, Italy",45.4635764,9.1870511,50,23,0
7,2015/01/07,EN680RY,Via Victor Hugo,45.4640197,9.1865334,90,81,0.06
7,2015/01/07,EN680RY,Via Cesare Cantù,45.4644653,9.1871285,90,81,0.07
7,2015/01/07,EN680RY,Via Orefici,45.4637355,9.188277,50,51,0.13
7,2015/01/07,EN680RY,Via Torino,45.4602448,9.1813183,50,59,0.7
7,2015/01/07,EN680RY,Via Cesare Correnti,45.4587903,9.1778164,50,55,0.32
7,2015/01/07,EN680RY,Corso Genova,45.4581321,9.1768767,90,95,0.1
7,2015/01/07,EN680RY,Via Giovanni Battista Torti,45.4577733,9.1774303,50,50,0.06
7,2015/01/07,EN680RY,Via Conca del Naviglio,45.4575858,9.1773679,90,88,0.02
7,2015/01/07,EN680RY,Via Conca del Naviglio,45.4574067,9.1773326,130,139,0.02
7,2015/01/07,EN680RY,U-turn,45.4585777,9.1782171,90,92,0.16
7,2015/01/07,EN680RY,Via Edmondo de Amicis,45.4573868,9.1809168,130,138,0.25
7,2015/01/07,EN680RY,Via Molino delle Armi,45.4560254,9.1873985,90,83,0.53
7,2015/01/07,EN680RY,Via Santa Sofia,45.4576026,9.193402,50,41,0.51
7,2015/01/07,EN680RY,Corso di Porta Romana,45.4604349,9.1885149,50,49,0.49
7,2015/01/07,EN680RY,Piazza Giuseppe Missori,45.4612105,9.1884206,90,85,0.1
