Id_Itinerario,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
2,BM518SO,Via Santa Sofia,45.4569516,9.1903423,50,41,0.25
3,BM518SO,"Via Santa Sofia, 20122 Milano, Italy",45.4569516,9.1903423,50,47,0
3,BM518SO,Via S. Calimero,45.4576026,9.193402,50,59,0.25
3,BM518SO,Corso di Porta Romana,45.4561811,9.1954969,50,59,0.23
3,BM518SO,Corso di Porta Vigentina,45.452045,9.1965272,90,89,0.47
3,BM518SO,Viale Beatrice D'Este,45.4523839,9.1867533,90,89,0.77
3,BM518SO,Viale Gian Galeazzo,45.4524574,9.1859652,90,84,0.06
3,BM518SO,Viale Gian Galeazzo,45.4525764,9.1855127,50,56,0.04
3,BM518SO,Viale Gian Galeazzo,45.4526136,9.185071,50,41,0.04
3,BM518SO,Viale Gian Galeazzo,45.4527397,9.1834603,90,80,0.13
3,BM518SO,Viale Gian Galeazzo,45.4527892,9.1828001,130,139,0.05
3,BM518SO,Viale Gian Galeazzo,45.4529124,9.1811864,90,94,0.13
3,BM518SO,Piazza XXIV Maggio,45.4530464,9.1792373,130,130,0.15
3,BM518SO,Viale Gabriele D'Annunzio,45.4540821,9.1759025,130,131,0.32
3,BM518SO,Via Gaetano Ronzoni,45.4548095,9.1769525,130,121,0.12
3,BM518SO,Via Conca del Naviglio,45.4557544,9.177781,130,134,0.17
3,BM518SO,Via Conca del Naviglio,45.4583114,9.178078,90,94,0.29
3,BM518SO,Corso Genova,45.458614,9.177585,130,135,0.05
3,BM518SO,Via Cesare Correnti,45.4590508,9.1782201,90,90,0.07
3,BM518SO,Via Caminadella,45.4595867,9.1776612,90,98,0.07
3,BM518SO,Via Orazio,45.4604294,9.1776322,130,131,0.1
3,BM518SO,Via Lanzone,45.4607204,9.1796254,130,132,0.16
3,BM518SO,Via Circo,45.4615711,9.1812449,130,121,0.19
3,BM518SO,Via Santa Marta,45.4624594,9.1835919,130,126,0.23
3,BM518SO,Via S. Maurilio,45.463135,9.1825505,130,132,0.11
3,BM518SO,Via Santa Maria Podone,45.4635676,9.1838367,130,121,0.12
3,BM518SO,Via Bocchetto,45.4644885,9.1851084,90,94,0.14
3,BM518SO,Via Cordusio,45.4646376,9.1854203,50,47,0.03
3,BM518SO,Via Cordusio,45.4652391,9.1862011,50,47,0.09
3,BM518SO,Via Dante,45.4654122,9.185966,50,59,0.03
4,BM518SO,"Milan, Italy",45.4654122,9.185966,50,12,0
4,BM518SO,Piazza Cordusio,45.4652391,9.1862011,50,47,0.03
4,BM518SO,Via Orefici,45.4636062,9.1884997,90,99,0.26
4,BM518SO,Piazza del Duomo,45.4647005,9.1885516,50,49,0.12
4,BM518SO,Via Giuseppe Mengoni,45.4660339,9.1884904,50,57,0.15
4,BM518SO,Via Santa Margherita,45.4669622,9.1893594,90,95,0.12
4,BM518SO,Piazza della Scala,45.4674588,9.1900112,130,123,0.07
4,BM518SO,Via Alessandro Manzoni,45.4723891,9.1953639,90,90,0.69
4,BM518SO,Via Palestro,45.4718413,9.2024356,50,53,0.61
4,BM518SO,Corso Venezia,45.467718,9.1983271,50,57,0.56
