Id_Itinerario,Data_It,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
5,2015/01/03,BZ726AE,"Via Porlezza, 4, 20123 Milano, Italy",45.4671337,9.182482,50,4,0
5,2015/01/03,BZ726AE,Via Manfredo Camperio,45.467221,9.1827853,90,91,0.03
5,2015/01/03,BZ726AE,Via Manfredo Camperio,45.4658439,9.1836584,90,83,0.17
5,2015/01/03,BZ726AE,Via Meravigli,45.4656605,9.1804013,90,92,0.26
5,2015/01/03,BZ726AE,Corso Magenta,45.4659213,9.1756616,50,54,0.38
5,2015/01/03,BZ726AE,Via Giosuè Carducci,45.4678776,9.1768556,90,90,0.24
5,2015/01/03,BZ726AE,Piazzale Luigi Cadorna,45.4679104,9.1773343,90,90,0.04
5,2015/01/03,BZ726AE,Piazzale Luigi Cadorna,45.4682641,9.1775069,130,133,0.05
5,2015/01/03,BZ726AE,Piazzale Luigi Cadorna,45.4679864,9.1767964,90,81,0.09
5,2015/01/03,BZ726AE,Via Giosuè Carducci,45.4614926,9.1734501,50,59,0.78
5,2015/01/03,BZ726AE,Via Edmondo de Amicis,45.4573868,9.1809168,50,45,0.74
5,2015/01/03,BZ726AE,Via Molino delle Armi,45.4560254,9.1873985,90,91,0.53
5,2015/01/03,BZ726AE,Via Santa Sofia,45.4576026,9.193402,50,44,0.51
5,2015/01/03,BZ726AE,Via Francesco Sforza,45.4632066,9.1987455,90,86,0.75
5,2015/01/03,BZ726AE,Largo Augusto,45.4631785,9.1971317,130,121,0.15
5,2015/01/03,BZ726AE,Via Verziere,45.4629669,9.1949855,90,91,0.17
5,2015/01/03,BZ726AE,Via Larga,45.4621546,9.193161,50,59,0.17
6,2015/01/08,BZ726AE,"Via Larga, 8, 20122 Milano, Italy",45.4621546,9.193161,50,15,0
6,2015/01/08,BZ726AE,Via Palazzo Reale,45.4607712,9.1909982,90,88,0.23
6,2015/01/08,BZ726AE,Via Alberico Albricci,45.4605652,9.1908427,130,126,0.03
6,2015/01/08,BZ726AE,Piazza Velasca,45.4597857,9.1897773,130,133,0.12
6,2015/01/08,BZ726AE,Corso di Porta Romana,45.4576026,9.193402,130,136,0.37
6,2015/01/08,BZ726AE,Via Francesco Sforza,45.4632066,9.1987455,130,126,0.75
6,2015/01/08,BZ726AE,Via Uberto Visconti di Modrone,45.4669948,9.2005457,130,137,0.46
6,2015/01/08,BZ726AE,Corso Monforte,45.4668071,9.1977978,90,92,0.22
6,2015/01/08,BZ726AE,Corso Giacomo Matteotti,45.4669519,9.1937582,50,56,0.32
6,2015/01/08,BZ726AE,Piazza Filippo Meda,45.4669161,9.193467,50,43,0.02
7,2015/01/12,BZ726AE,"Corso Giacomo Matteotti, 4, 20121 Milano, Italy",45.4669161,9.193467,50,29,0
7,2015/01/12,BZ726AE,Via Pietro Verri,45.4669519,9.1937582,50,46,0.02
7,2015/01/12,BZ726AE,Corso Giacomo Matteotti,45.466919,9.1951704,90,89,0.11
7,2015/01/12,BZ726AE,Via S. Pietro All'Orto,45.4678696,9.1948085,90,93,0.11
7,2015/01/12,BZ726AE,Via Pietro Verri,45.4681748,9.1953271,90,91,0.05
7,2015/01/12,BZ726AE,Via Monte Napoleone,45.4690022,9.1943926,50,53,0.12
7,2015/01/12,BZ726AE,Via Gesù,45.4693857,9.1950161,50,50,0.07
8,2015/01/13,BZ726AE,"Via Gesù, 6, 20121 Milano, Italy",45.4693857,9.1950161,50,18,0
8,2015/01/13,BZ726AE,Via della Spiga,45.470363,9.1966091,50,53,0.17
8,2015/01/13,BZ726AE,Via della Spiga,45.4708146,9.1960759,50,46,0.07
8,2015/01/13,BZ726AE,Via Santo Spirito,45.4694179,9.1938481,50,51,0.23
8,2015/01/13,BZ726AE,Via Monte Napoleone,45.4700351,9.1927897,50,47,0.11
8,2015/01/13,BZ726AE,Via Alessandro Manzoni,45.4722757,9.1952014,90,86,0.31
8,2015/01/13,BZ726AE,Via Fatebenefratelli,45.4729602,9.1879209,90,85,0.59
8,2015/01/13,BZ726AE,Via Pontaccio,45.4720908,9.1839051,90,97,0.33
8,2015/01/13,BZ726AE,Via Tivoli,45.4717748,9.182273,130,137,0.13
8,2015/01/13,BZ726AE,Foro Buonaparte,45.4684627,9.1825364,130,129,0.41
8,2015/01/13,BZ726AE,Largo Cairoli,45.4679386,9.1781434,130,125,0.39
8,2015/01/13,BZ726AE,Piazzale Luigi Cadorna,45.4682641,9.1775069,90,97,0.06
8,2015/01/13,BZ726AE,Piazzale Luigi Cadorna,45.4679864,9.1767964,50,55,0.09
8,2015/01/13,BZ726AE,Via Giosuè Carducci,45.4614926,9.1734501,90,83,0.78
8,2015/01/13,BZ726AE,Via Edmondo de Amicis,45.4573868,9.1809168,130,129,0.74
8,2015/01/13,BZ726AE,Via Molino delle Armi,45.4560254,9.1873985,90,85,0.53
8,2015/01/13,BZ726AE,Via Santa Sofia,45.4569516,9.1903423,50,56,0.25
9,2015/01/17,BZ726AE,"Via Santa Sofia, 20122 Milano, Italy",45.4569516,9.1903423,50,21,0
9,2015/01/17,BZ726AE,Via Santa Sofia,45.4569516,9.1903423,50,55,0.0
0,2016/01/10,BW154UW,"Via Gesù, 6, 20121 Milano, Italy",45.4693857,9.1950161,50,47,0
0,2016/01/10,BW154UW,Via della Spiga,45.470363,9.1966091,50,43,0.17
0,2016/01/10,BW154UW,Via della Spiga,45.4708146,9.1960759,90,84,0.07
0,2016/01/10,BW154UW,Via Santo Spirito,45.4694179,9.1938481,130,137,0.23
0,2016/01/10,BW154UW,Via Monte Napoleone,45.4700351,9.1927897,90,85,0.11
0,2016/01/10,BW154UW,Via Alessandro Manzoni,45.4722757,9.1952014,90,83,0.31
0,2016/01/10,BW154UW,Via Fatebenefratelli,45.4729602,9.1879209,50,49,0.59
0,2016/01/10,BW154UW,Via Pontaccio,45.4720908,9.1839051,90,94,0.33
0,2016/01/10,BW154UW,Via Tivoli,45.4717748,9.182273,90,95,0.13
0,2016/01/10,BW154UW,Foro Buonaparte,45.4684627,9.1825364,130,138,0.41
0,2016/01/10,BW154UW,Largo Cairoli,45.4679386,9.1781434,90,83,0.39
0,2016/01/10,BW154UW,Piazzale Luigi Cadorna,45.4682641,9.1775069,90,87,0.06
0,2016/01/10,BW154UW,Piazzale Luigi Cadorna,45.4679864,9.1767964,130,124,0.09
0,2016/01/10,BW154UW,Via Giosuè Carducci,45.4614926,9.1734501,130,131,0.78
0,2016/01/10,BW154UW,Via Edmondo de Amicis,45.4587903,9.1778164,130,132,0.46
0,2016/01/10,BW154UW,Via Cesare Correnti,45.4601241,9.1810036,130,139,0.29
0,2016/01/10,BW154UW,Via Torino,45.4631671,9.1875725,90,94,0.64
0,2016/01/10,BW154UW,Via Spadari,45.4635764,9.1870511,50,54,0.06
1,2016/01/15,BW154UW,"Via Spadari, 9, 20123 Milano, Italy",45.4635764,9.1870511,50,44,0
1,2016/01/15,BW154UW,Via Victor Hugo,45.4640197,9.1865334,50,46,0.06
1,2016/01/15,BW154UW,Via Cesare Cantù,45.4644653,9.1871285,50,51,0.07
1,2016/01/15,BW154UW,Via Orefici,45.4637355,9.188277,90,96,0.13
1,2016/01/15,BW154UW,Via Torino,45.4602448,9.1813183,90,98,0.7
1,2016/01/15,BW154UW,Via Cesare Correnti,45.4587903,9.1778164,130,136,0.32
1,2016/01/15,BW154UW,Corso Genova,45.4581321,9.1768767,90,88,0.1
1,2016/01/15,BW154UW,Via Giovanni Battista Torti,45.4577733,9.1774303,50,59,0.06
1,2016/01/15,BW154UW,Via Conca del Naviglio,45.4575858,9.1773679,50,42,0.02
1,2016/01/15,BW154UW,Via Conca del Naviglio,45.4574067,9.1773326,50,50,0.02
1,2016/01/15,BW154UW,Via Edmondo De Amicis,45.4585777,9.1782171,90,99,0.16
1,2016/01/15,BW154UW,Via Edmondo de Amicis,45.4573868,9.1809168,50,43,0.25
1,2016/01/15,BW154UW,Via Molino delle Armi,45.4560254,9.1873985,50,40,0.53
1,2016/01/15,BW154UW,Via Santa Sofia,45.4576026,9.193402,50,52,0.51
1,2016/01/15,BW154UW,Corso di Porta Romana,45.4604349,9.1885149,50,52,0.49
1,2016/01/15,BW154UW,Piazza Giuseppe Missori,45.4611221,9.1883402,50,42,0.08
1,2016/01/15,BW154UW,Via Alberico Albricci,45.4606757,9.1908889,90,89,0.2
1,2016/01/15,BW154UW,Via Larga,45.4628686,9.1950435,50,41,0.41
1,2016/01/15,BW154UW,Via Verziere,45.4629282,9.1954673,50,50,0.03
2,2016/01/24,BW154UW,"Via Verziere, 2, 20122 Milano, Italy",45.4629282,9.1954673,50,5,0
2,2016/01/24,BW154UW,Via Carlo Giuseppe Merlo,45.4629272,9.1970411,90,94,0.12
2,2016/01/24,BW154UW,Largo Augusto,45.4634153,9.1979222,50,55,0.09
2,2016/01/24,BW154UW,Largo Augusto,45.4635328,9.1974201,50,49,0.04
2,2016/01/24,BW154UW,Via Durini,45.465605,9.1981691,50,59,0.24
2,2016/01/24,BW154UW,Corso Europa,45.4641662,9.196308,50,44,0.24
3,2016/02/03,BW154UW,"Corso Europa, 9, 20122 Milano, Italy",45.4641662,9.196308,50,18,0
3,2016/02/03,BW154UW,Via Felice Cavallotti,45.4636145,9.1958035,90,90,0.07
3,2016/02/03,BW154UW,Largo dei Bersaglieri,45.4630655,9.194874,130,120,0.1
3,2016/02/03,BW154UW,Piazza Fontana,45.4629669,9.1949855,130,136,0.01
3,2016/02/03,BW154UW,Via Larga,45.4607712,9.1909982,90,87,0.4
3,2016/02/03,BW154UW,Via Alberico Albricci,45.4610617,9.1894791,50,58,0.12
4,2016/02/11,BW154UW,"Via Alberico Albricci, 3, 20122 Milano, Italy",45.4610617,9.1894791,50,23,0
4,2016/02/11,BW154UW,Via Maurizio Gonzaga,45.4613035,9.1887147,50,44,0.07
4,2016/02/11,BW154UW,Via Maurizio Gonzaga,45.4612105,9.1884206,90,90,0.03
4,2016/02/11,BW154UW,Via Giuseppe Mazzini,45.4611221,9.1883402,90,88,0.01
4,2016/02/11,BW154UW,Piazza Giuseppe Missori,45.4604349,9.1885149,90,84,0.08
4,2016/02/11,BW154UW,Corso di Porta Romana,45.4576026,9.193402,130,135,0.49
4,2016/02/11,BW154UW,Via Francesco Sforza,45.4632066,9.1987455,90,95,0.75
4,2016/02/11,BW154UW,Via Uberto Visconti di Modrone,45.4669948,9.2005457,50,40,0.46
4,2016/02/11,BW154UW,Corso Monforte,45.4668071,9.1977978,90,95,0.22
4,2016/02/11,BW154UW,Corso Giacomo Matteotti,45.4669519,9.1937582,130,132,0.32
4,2016/02/11,BW154UW,Piazza Filippo Meda,45.4667327,9.1928391,130,128,0.08
4,2016/02/11,BW154UW,Via S. Paolo,45.4654893,9.1936174,90,80,0.15
4,2016/02/11,BW154UW,Via Agnello,45.4657967,9.192143,50,46,0.14
5,2016/02/12,BW154UW,"Via Santa Radegonda, 5, 20121 Milano, Italy",45.4657967,9.192143,50,13,0
5,2016/02/12,BW154UW,Via Ulrico Hoepli,45.4659223,9.1919478,90,99,0.02
5,2016/02/12,BW154UW,Via Ulrico Hoepli,45.4666313,9.192872,90,93,0.11
5,2016/02/12,BW154UW,Via S. Paolo,45.4667327,9.1928391,50,54,0.01
5,2016/02/12,BW154UW,Piazza Filippo Meda,45.4669519,9.1937582,50,58,0.08
5,2016/02/12,BW154UW,Corso Giacomo Matteotti,45.4668071,9.1977978,50,49,0.32
5,2016/02/12,BW154UW,Corso Venezia,45.4706215,9.2010583,50,58,0.5
5,2016/02/12,BW154UW,Via Gabrio Serbelloni,45.4690904,9.2021458,90,94,0.19
5,2016/02/12,BW154UW,Via Mozart,45.4693869,9.2039449,130,133,0.14
5,2016/02/12,BW154UW,Via Vivaio,45.4675633,9.2045413,90,97,0.21
5,2016/02/12,BW154UW,Corso Monforte,45.4667857,9.1990612,50,41,0.44
5,2016/02/12,BW154UW,Via Cino del Duca,45.4657696,9.199331,90,90,0.12
5,2016/02/12,BW154UW,Via Borgogna,45.46581,9.1985004,130,127,0.07
5,2016/02/12,BW154UW,Largo Arturo Toscanini,45.4658486,9.1976273,90,94,0.07
5,2016/02/12,BW154UW,Corso Europa,45.4641662,9.196308,50,42,0.22
6,2016/02/16,BW154UW,"Corso Europa, 9, 20122 Milano, Italy",45.4641662,9.196308,50,33,0
6,2016/02/16,BW154UW,Via Felice Cavallotti,45.463969,9.1961198,90,82,0.03
6,2016/02/16,BW154UW,Via Felice Cavallotti,45.4631785,9.1971317,90,90,0.16
6,2016/02/16,BW154UW,Largo Augusto,45.4623757,9.1979677,90,86,0.12
6,2016/02/16,BW154UW,Via Francesco Sforza,45.4632066,9.1987455,130,121,0.11
6,2016/02/16,BW154UW,Via Uberto Visconti di Modrone,45.4669948,9.2005457,130,131,0.46
6,2016/02/16,BW154UW,Via S. Damiano,45.468199,9.1997779,130,128,0.15
6,2016/02/16,BW154UW,Via Mozart,45.4693869,9.2039449,130,129,0.36
6,2016/02/16,BW154UW,Via Vivaio,45.4675633,9.2045413,90,82,0.21
6,2016/02/16,BW154UW,Corso Monforte,45.4671166,9.2017093,50,57,0.23
7,2016/02/24,BW154UW,"Corso Monforte, 20122 Milano, Italy",45.4671166,9.2017093,50,1,0
7,2016/02/24,BW154UW,Via S. Damiano,45.4669948,9.2005457,90,91,0.09
7,2016/02/24,BW154UW,Via S. Damiano,45.4687976,9.1992396,90,86,0.23
7,2016/02/24,BW154UW,Via Senato,45.4722757,9.1952014,50,49,0.5
7,2016/02/24,BW154UW,Via Fatebenefratelli,45.4729602,9.1879209,50,56,0.59
7,2016/02/24,BW154UW,Via Pontaccio,45.4720908,9.1839051,90,83,0.33
7,2016/02/24,BW154UW,Via Tivoli,45.4717748,9.182273,130,132,0.13
7,2016/02/24,BW154UW,Foro Buonaparte,45.4684627,9.1825364,130,133,0.41
7,2016/02/24,BW154UW,Largo Cairoli,45.4679386,9.1781434,90,96,0.39
7,2016/02/24,BW154UW,Piazzale Luigi Cadorna,45.4682641,9.1775069,130,139,0.06
7,2016/02/24,BW154UW,Piazzale Luigi Cadorna,45.4679864,9.1767964,130,133,0.09
7,2016/02/24,BW154UW,Via Giosuè Carducci,45.4614926,9.1734501,130,127,0.78
7,2016/02/24,BW154UW,Via Edmondo de Amicis,45.4587903,9.1778164,130,122,0.46
7,2016/02/24,BW154UW,Via Cesare Correnti,45.4601241,9.1810036,90,96,0.29
7,2016/02/24,BW154UW,Via Torino,45.463115,9.1875084,50,59,0.63
8,2016/02/27,BW154UW,"Via Torino, 17, 20123 Milano, Italy",45.4631671,9.1875725,50,35,0
8,2016/02/27,BW154UW,Via Orefici,45.4637355,9.188277,50,40,0.08
8,2016/02/27,BW154UW,Piazza del Duomo,45.4647005,9.1885516,50,59,0.14
8,2016/02/27,BW154UW,Via Giuseppe Mengoni,45.4660339,9.1884904,50,47,0.15
8,2016/02/27,BW154UW,Via Santa Margherita,45.4669622,9.1893594,50,41,0.12
8,2016/02/27,BW154UW,Piazza della Scala,45.4674588,9.1900112,90,96,0.07
8,2016/02/27,BW154UW,Via Alessandro Manzoni,45.4697657,9.1924709,50,41,0.32
8,2016/02/27,BW154UW,Via Bigli,45.4676971,9.1945357,50,42,0.29
8,2016/02/27,BW154UW,Via Pietro Verri,45.4681748,9.1953271,90,96,0.08
8,2016/02/27,BW154UW,Via Monte Napoleone,45.4690022,9.1943926,50,50,0.12
8,2016/02/27,BW154UW,Via Gesù,45.4693857,9.1950161,50,55,0.07
9,2016/03/01,BW154UW,"Via Gesù, 6, 20121 Milano, Italy",45.4693857,9.1950161,50,41,0
9,2016/03/01,BW154UW,Via della Spiga,45.470363,9.1966091,50,50,0.17
9,2016/03/01,BW154UW,Via della Spiga,45.4708146,9.1960759,90,94,0.07
9,2016/03/01,BW154UW,Via Santo Spirito,45.4694179,9.1938481,130,126,0.23
9,2016/03/01,BW154UW,Via Monte Napoleone,45.4700351,9.1927897,130,135,0.11
9,2016/03/01,BW154UW,Via Alessandro Manzoni,45.4722757,9.1952014,130,121,0.31
9,2016/03/01,BW154UW,Via Fatebenefratelli,45.4729602,9.1879209,90,89,0.59
9,2016/03/01,BW154UW,Via Pontaccio,45.4720908,9.1839051,90,98,0.33
9,2016/03/01,BW154UW,Via Tivoli,45.4717748,9.182273,90,96,0.13
9,2016/03/01,BW154UW,Foro Buonaparte,45.4684627,9.1825364,50,53,0.41
9,2016/03/01,BW154UW,Largo Cairoli,45.4679386,9.1781434,90,86,0.39
9,2016/03/01,BW154UW,Piazzale Luigi Cadorna,45.4682641,9.1775069,50,47,0.06
9,2016/03/01,BW154UW,Piazzale Luigi Cadorna,45.4679864,9.1767964,50,46,0.09
9,2016/03/01,BW154UW,Via Giosuè Carducci,45.4614926,9.1734501,50,54,0.78
9,2016/03/01,BW154UW,Via Edmondo de Amicis,45.4573868,9.1809168,90,84,0.74
9,2016/03/01,BW154UW,Via Molino delle Armi,45.4566123,9.1843124,90,87,0.28
9,2016/03/01,BW154UW,Via della Chiusa,45.4587773,9.1846379,90,82,0.25
9,2016/03/01,BW154UW,Via Olmetto,45.4601392,9.1863898,130,122,0.21
9,2016/03/01,BW154UW,Via Amedei,45.4607018,9.1863452,90,90,0.06
9,2016/03/01,BW154UW,Piazza Sant'Alessandro,45.4612204,9.1864281,50,59,0.06
9,2016/03/01,BW154UW,Via Lupetta,45.4617521,9.186537,50,52,0.06
9,2016/03/01,BW154UW,Via degli Arcimboldi,45.4620434,9.1874254,50,45,0.08
9,2016/03/01,BW154UW,Via dell'Unione,45.4614195,9.1877434,50,44,0.07
9,2016/03/01,BW154UW,Piazza Giuseppe Missori,45.4609126,9.1880738,50,59,0.06
0,2015/10/23,DV675NF,"Corso Venezia, 11, 20121 Milano, Italy",45.467718,9.1983271,50,17,0
0,2015/10/23,DV675NF,Via della Spiga,45.4687976,9.1992396,50,59,0.14
0,2015/10/23,DV675NF,Via Senato,45.4722757,9.1952014,50,47,0.5
0,2015/10/23,DV675NF,Via Fatebenefratelli,45.4728242,9.1927768,90,93,0.2
0,2015/10/23,DV675NF,Via dei Giardini,45.4702798,9.1920202,50,58,0.3
0,2015/10/23,DV675NF,Via Monte di Pietà,45.4691786,9.1882506,90,99,0.33
0,2015/10/23,DV675NF,Via Giuseppe Verdi,45.4674588,9.1900112,50,42,0.24
0,2015/10/23,DV675NF,Piazza della Scala,45.4669622,9.1893594,90,89,0.07
0,2015/10/23,DV675NF,Via Santa Margherita,45.4665738,9.1889772,50,46,0.05
0,2015/10/23,DV675NF,Via Silvio Pellico,45.4657372,9.189253,50,52,0.1
1,2015/10/28,DV675NF,"Via Silvio Pellico, 8, 20121 Milano, Italy",45.4657372,9.189253,50,48,0
1,2015/10/28,DV675NF,Via Silvio Pellico,45.4651526,9.1892549,50,45,0.07
1,2015/10/28,DV675NF,Via Carlo Cattaneo,45.4651448,9.1885629,90,88,0.05
1,2015/10/28,DV675NF,Via Giuseppe Mengoni,45.4660339,9.1884904,50,56,0.1
1,2015/10/28,DV675NF,Via Santa Margherita,45.4669622,9.1893594,50,51,0.12
